Symbol,Date,Initial Balance,End Balance,StartTime,EndTime,Full Date Time,Profit/Loss,DiffTime,Type,BollingerLower,StartPrice,BollingerUpper,EndPrice,
TSLA,20231031,99555.96,99599.96,1238,1302,'202310311238,44.0,24,BUY,197.46,198.35,198.17,198.79,
TSLA,20231031,99599.96,99551.96,1306,1312,'202310311306,-48.0,6,BUY,198.63,199.04,199.34,198.56,
TSLA,20231031,99551.96,99545.96,1316,1318,'202310311316,-6.0,2,BUY,198.76,199.0,199.21,198.94,
TSLA,20231031,99545.96,99803.96,1322,1410,'202310311322,258.0,48,BUY,198.91,199.2,199.14,201.78,
TSLA,20231031,99803.96,99794.06,1414,1423,'202310311414,-9.900000000008731,9,BUY,201.71,201.77,202.37,201.67,
TSLA,20231031,99794.06,99763.37,1504,1505,'202310311504,-30.69000000000233,1,BUY,201.51,202.02,202.11,201.71,
TSLA,20231031,99763.37,99767.33,1509,1520,'202310311509,3.960000000006403,11,BUY,201.53,201.9,202.13,201.94,
TSLA,20231101,99767.33,99900.98,1046,1057,'202311011046,133.64999999999418,11,SELL,199.15,200.03,200.03,198.68,
TSLA,20231101,99900.98,99866.98,1101,1102,'202311011101,-34.0,1,SELL,198.19,199.13,199.07,199.47,
TSLA,20231101,99866.98,99840.98,1113,1116,'202311011113,-26.0,3,SELL,198.4,198.48,199.81,198.74,
TSLA,20231101,99840.98,99775.98,1120,1124,'202311011120,-65.0,4,SELL,198.33,198.24,198.89,198.89,
TSLA,20231101,99775.98,99738.98,1128,1130,'202311011128,-37.0,2,SELL,198.2,198.79,198.95,199.16,
TSLA,20231101,99738.98,99704.33,1207,1209,'202311011207,-34.64999999999418,2,SELL,199.86,200.11,200.79,200.46,
TSLA,20231101,99704.33,99699.38,1338,1339,'202311011338,-4.94999999999709,1,SELL,200.06,200.69,201.05,200.74,
TSLA,20231101,99699.38,99670.67,1403,1404,'202311011403,-28.710000000006403,1,BUY,201.19,201.89,202.19,201.6,
TSLA,20231101,99670.67,99660.87,1432,1438,'202311011432,-9.80000000000291,6,BUY,200.66,202.13,202.01,202.03,
TSLA,20231101,99660.87,99725.55,1457,1505,'202311011457,64.68000000000757,8,BUY,201.07,203.24,202.96,203.9,
TSLA,20231101,99725.55,99673.17,1509,1514,'202311011509,-52.38000000000466,5,BUY,203.7,204.15,204.57,203.61,
TSLA,20231101,99673.17,99689.83,1518,1527,'202311011518,16.660000000003492,9,BUY,203.33,203.62,204.66,203.79,
TSLA,20231101,99689.83,99801.38,1531,1557,'202311011531,111.55000000000291,26,BUY,203.83,204.4,204.47,205.55,
TSLA,20231102,99801.38,99729.0,0933,0934,'202311020933,-72.38000000000466,1,BUY,203.4,212.53,213.09,211.76,
TSLA,20231102,99729.0,99763.41,0938,0942,'202311020938,34.41000000000349,4,BUY,208.64,214.33,215.33,214.7,
TSLA,20231102,99763.41,99733.05,0946,0947,'202311020946,-30.360000000000582,1,BUY,214.01,215.08,215.78,214.75,
TSLA,20231102,99733.05,99697.17,0951,0952,'202311020951,-35.88000000000466,1,BUY,214.35,215.41,215.77,215.02,
TSLA,20231102,99697.17,99644.73,0956,0958,'202311020956,-52.44000000000233,2,BUY,214.25,216.86,216.56,216.29,
TSLA,20231102,99644.73,99610.69,1002,1003,'202311021002,-34.0399999999936,1,BUY,215.1,215.18,216.68,214.81,
TSLA,20231102,99610.69,99562.85,1019,1026,'202311021019,-47.83999999999651,7,BUY,213.71,216.17,215.86,215.65,
TSLA,20231102,99562.85,99478.21,1030,1032,'202311021030,-84.63999999999942,2,BUY,215.62,216.66,216.67,215.74,
TSLA,20231102,99478.21,99511.33,1036,1045,'202311021036,33.11999999999534,9,BUY,215.42,215.49,216.69,215.85,
TSLA,20231102,99511.33,99557.33,1049,1100,'202311021049,46.0,11,BUY,215.83,215.95,216.45,216.45,
TSLA,20231102,99557.33,99530.03,1104,1112,'202311021104,-27.30000000000291,8,BUY,216.37,217.44,217.27,217.14,
TSLA,20231102,99530.03,99485.87,1116,1126,'202311021116,-44.16000000000349,10,BUY,216.91,217.29,217.6,216.81,
TSLA,20231102,99485.87,99448.15,1150,1151,'202311021150,-37.720000000001164,1,BUY,215.88,217.15,217.04,216.74,
TSLA,20231102,99448.15,99528.19,1155,1217,'202311021155,80.04000000000815,22,BUY,216.39,216.55,217.01,217.42,
TSLA,20231102,99528.19,99497.83,1221,1226,'202311021221,-30.360000000000582,5,BUY,217.19,217.07,218.03,216.74,
TSLA,20231102,99497.83,99480.54,1247,1249,'202311021247,-17.29000000000815,2,BUY,217.13,217.65,217.68,217.46,
TSLA,20231102,99480.54,99452.02,1253,1259,'202311021253,-28.519999999989523,6,BUY,217.12,217.15,217.75,216.84,
TSLA,20231102,99452.02,99449.26,1315,1316,'202311021315,-2.7600000000093132,1,BUY,216.96,217.21,217.4,217.18,
TSLA,20231102,99449.26,99421.66,1320,1321,'202311021320,-27.59999999999127,1,BUY,216.89,216.92,217.38,216.62,
TSLA,20231102,99421.66,99396.82,1333,1335,'202311021333,-24.839999999996508,2,BUY,216.44,217.11,217.33,216.84,
TSLA,20231102,99396.82,99418.9,1339,1408,'202311021339,22.079999999987194,29,BUY,216.69,216.92,217.26,217.16,
TSLA,20231102,99418.9,99458.03,1412,1430,'202311021412,39.13000000000466,18,BUY,217.07,217.58,217.56,218.01,
TSLA,20231102,99458.03,99494.43,1434,1510,'202311021434,36.39999999999418,36,BUY,217.91,218.15,218.48,218.55,
TSLA,20231103,99494.43,99437.73,0933,0934,'202311030933,-56.69999999999709,1,BUY,217.3,221.42,222.11,220.79,
TSLA,20231103,99437.73,99822.93,0938,0953,'202311030938,385.1999999999971,15,BUY,219.57,221.36,222.57,225.64,
TSLA,20231103,99822.93,99758.69,0957,0959,'202311030957,-64.23999999999069,2,BUY,224.72,225.76,226.08,225.03,
TSLA,20231103,99758.69,99687.49,1003,1006,'202311031003,-71.19999999999709,3,BUY,224.42,224.62,225.61,223.82,
TSLA,20231103,99687.49,99655.99,1116,1120,'202311031116,-31.5,4,SELL,220.04,220.14,220.53,220.49,
TSLA,20231103,99655.99,99638.89,1124,1131,'202311031124,-17.10000000000582,7,SELL,220.06,220.58,220.7,220.77,
TSLA,20231103,99638.89,99731.59,1150,1206,'202311031150,92.69999999999709,16,SELL,220.16,220.43,220.65,219.4,
TSLA,20231103,99731.59,99723.4,1336,1337,'202311031336,-8.190000000002328,1,SELL,219.05,219.17,219.56,219.26,
TSLA,20231103,99723.4,99707.93,1341,1356,'202311031341,-15.470000000001164,15,SELL,219.02,219.13,219.55,219.3,
TSLA,20231103,99707.93,99694.28,1513,1514,'202311031513,-13.64999999999418,1,SELL,219.01,219.25,220.01,219.4,
TSLA,20231103,99694.28,99707.02,1518,1545,'202311031518,12.740000000005239,27,SELL,219.11,219.43,219.42,219.29,
TSLA,20231103,99707.02,99686.09,1549,1550,'202311031549,-20.930000000007567,1,SELL,218.76,219.27,219.25,219.5,
TSLA,20231106,99686.09,99853.41,0933,0941,'202311060933,167.32000000000698,8,BUY,218.51,223.12,224.59,225.0,
TSLA,20231106,99853.41,99814.71,1017,1022,'202311061017,-38.69999999999709,5,SELL,219.23,220.38,220.37,220.81,
TSLA,20231106,99814.71,99776.91,1026,1028,'202311061026,-37.80000000000291,2,SELL,220.04,220.54,220.66,220.96,
TSLA,20231106,99776.91,99743.61,1049,1050,'202311061049,-33.30000000000291,1,SELL,220.12,220.17,222.01,220.54,
TSLA,20231106,99743.61,99763.41,1054,1103,'202311061054,19.80000000000291,9,SELL,220.16,220.56,220.88,220.34,
TSLA,20231106,99763.41,99819.21,1137,1153,'202311061137,55.80000000000291,16,SELL,220.02,220.01,220.77,219.39,
TSLA,20231106,99819.21,100003.03,1157,1242,'202311061157,183.81999999999243,45,SELL,218.82,219.61,219.69,217.59,
TSLA,20231106,100003.03,99992.91,1246,1256,'202311061246,-10.119999999995343,10,SELL,217.04,217.05,217.54,217.16,
TSLA,20231106,99992.91,100146.7,1300,1329,'202311061300,153.7899999999936,29,SELL,216.57,217.5,217.52,215.81,
TSLA,20231106,100146.7,100120.94,1333,1336,'202311061333,-25.75999999999476,3,SELL,215.41,215.88,215.85,216.16,
TSLA,20231106,100120.94,100088.74,1355,1357,'202311061355,-32.19999999999709,2,SELL,215.15,215.3,216.2,215.65,
TSLA,20231106,100088.74,100074.94,1401,1404,'202311061401,-13.80000000000291,3,SELL,215.23,215.61,215.75,215.76,
TSLA,20231106,100074.94,100052.86,1408,1411,'202311061408,-22.080000000001746,3,SELL,215.29,215.4,215.76,215.64,
TSLA,20231106,100052.86,100041.82,1415,1416,'202311061415,-11.039999999993597,1,SELL,215.07,215.93,215.87,216.05,
TSLA,20231106,100041.82,100029.99,1519,1520,'202311061519,-11.830000000001746,1,BUY,218.04,218.91,219.07,218.78,
TSLA,20231106,100029.99,100027.26,1524,1544,'202311061524,-2.7300000000104774,20,BUY,218.64,218.89,219.05,218.86,
TSLA,20231107,100027.26,100022.66,0946,0950,'202311070946,-4.599999999991269,4,SELL,216.78,216.82,218.39,216.87,
TSLA,20231107,100022.66,99986.78,0954,0955,'202311070954,-35.88000000000466,1,SELL,216.19,217.22,217.34,217.61,
TSLA,20231107,99986.78,100009.78,0959,1002,'202311070959,23.0,3,SELL,216.81,217.35,217.86,217.1,
TSLA,20231107,100009.78,100018.06,1006,1012,'202311071006,8.279999999998836,6,SELL,216.59,216.61,217.76,216.52,
TSLA,20231107,100018.06,100001.5,1016,1019,'202311071016,-16.55999999999767,3,SELL,216.07,216.53,216.69,216.71,
TSLA,20231107,100001.5,99964.7,1023,1025,'202311071023,-36.80000000000291,2,SELL,216.11,216.84,216.92,217.24,
TSLA,20231107,99964.7,99938.94,1029,1032,'202311071029,-25.75999999999476,3,SELL,216.5,217.16,217.51,217.44,
TSLA,20231107,99938.94,99896.62,1036,1049,'202311071036,-42.320000000006985,13,SELL,216.89,216.91,217.47,217.37,
TSLA,20231107,99896.62,99919.37,1053,1105,'202311071053,22.75,12,SELL,216.68,217.66,217.69,217.41,
TSLA,20231107,99919.37,99892.98,1208,1215,'202311071208,-26.389999999999418,7,SELL,217.33,217.41,218.1,217.7,
TSLA,20231107,99892.98,99877.51,1219,1220,'202311071219,-15.470000000001164,1,SELL,217.17,217.87,217.94,218.04,
TSLA,20231107,99877.51,99873.87,1233,1236,'202311071233,-3.639999999999418,3,SELL,217.47,217.88,218.26,217.92,
TSLA,20231107,99873.87,99838.38,1240,1243,'202311071240,-35.48999999999069,3,SELL,217.56,217.89,218.17,218.28,
TSLA,20231107,99838.38,99816.54,1258,1259,'202311071258,-21.84000000001106,1,SELL,217.8,218.26,218.24,218.5,
TSLA,20231107,99816.54,99884.04,1349,1443,'202311071349,67.5,54,BUY,219.78,220.44,220.55,221.19,
TSLA,20231107,99884.04,99963.24,1517,1536,'202311071517,79.20000000001164,19,BUY,220.99,221.4,221.58,222.28,
TSLA,20231107,99963.24,99934.76,1540,1554,'202311071540,-28.480000000010477,14,BUY,222.27,222.28,222.92,221.96,
TSLA,20231108,99934.76,99909.56,0946,0951,'202311080946,-25.19999999999709,5,SELL,220.17,220.49,221.36,220.77,
TSLA,20231108,99909.56,100076.96,0955,1006,'202311080955,167.40000000000873,11,SELL,220.26,221.37,221.17,219.51,
TSLA,20231108,100076.96,100052.39,1010,1013,'202311081010,-24.570000000006985,3,SELL,219.01,219.71,219.92,219.98,
TSLA,20231108,100052.39,100119.73,1017,1032,'202311081017,67.33999999999651,15,SELL,219.37,219.4,219.97,218.66,
TSLA,20231108,100119.73,100088.79,1036,1037,'202311081036,-30.94000000000233,1,SELL,218.16,218.94,218.91,219.28,
TSLA,20231108,100088.79,100044.2,1041,1042,'202311081041,-44.58999999999651,1,SELL,218.59,219.15,219.21,219.64,
TSLA,20231108,100044.2,100031.46,1208,1209,'202311081208,-12.739999999990687,1,SELL,218.46,218.48,219.5,218.62,
TSLA,20231108,100031.46,100064.22,1213,1237,'202311081213,32.75999999999476,24,SELL,218.45,218.73,219.07,218.37,
TSLA,20231108,100064.22,100047.12,1505,1510,'202311081505,-17.10000000000582,5,BUY,220.71,221.4,221.39,221.21,
TSLA,20231108,100047.12,100111.92,1514,1557,'202311081514,64.80000000000291,43,BUY,221.16,221.6,221.56,222.32,
TSLA,20231109,100111.92,100274.81,0933,0942,'202311090933,162.88999999999942,9,SELL,218.83,219.34,223.29,217.55,
TSLA,20231109,100274.81,100264.69,0946,0953,'202311090946,-10.119999999995343,7,SELL,216.59,216.71,218.04,216.82,
TSLA,20231109,100264.69,100399.93,0957,1015,'202311090957,135.2399999999907,18,SELL,216.11,216.8,217.06,215.33,
TSLA,20231109,100399.93,100450.15,1019,1028,'202311091019,50.220000000001164,9,SELL,214.41,214.7,215.21,214.16,
TSLA,20231109,100450.15,100427.83,1032,1039,'202311091032,-22.319999999992433,7,SELL,213.65,214.15,214.34,214.39,
TSLA,20231109,100427.83,100384.12,1043,1044,'202311091043,-43.7100000000064,1,SELL,213.72,214.35,214.48,214.82,
TSLA,20231109,100384.12,100365.52,1048,1054,'202311091048,-18.59999999999127,6,SELL,214.11,214.52,214.9,214.72,
TSLA,20231109,100365.52,100315.3,1058,1101,'202311091058,-50.220000000001164,3,SELL,213.87,213.72,214.71,214.26,
TSLA,20231109,100315.3,100431.55,1121,1149,'202311091121,116.25,28,SELL,213.88,213.76,214.91,212.51,
TSLA,20231109,100431.55,100425.91,1158,1159,'202311091158,-5.639999999999418,1,SELL,211.95,212.15,213.16,212.21,
TSLA,20231109,100425.91,100575.37,1203,1231,'202311091203,149.45999999999185,28,SELL,211.57,211.45,212.54,209.86,
TSLA,20231109,100575.37,100535.47,1235,1243,'202311091235,-39.89999999999418,8,SELL,209.08,209.1,210.18,209.52,
TSLA,20231109,100535.47,100468.97,1247,1248,'202311091247,-66.5,1,SELL,209.25,209.35,209.56,210.05,
TSLA,20231109,100468.97,100635.22,1252,1304,'202311091252,166.25,12,SELL,209.32,210.0,210.19,208.25,
TSLA,20231109,100635.22,100607.38,1308,1309,'202311091308,-27.839999999996508,1,SELL,206.8,207.16,209.64,207.45,
TSLA,20231109,100607.38,100541.14,1313,1314,'202311091313,-66.24000000000524,1,SELL,207.11,208.08,208.25,208.77,
TSLA,20231109,100541.14,100523.86,1408,1421,'202311091408,-17.279999999998836,13,SELL,207.43,208.29,208.61,208.47,
TSLA,20231109,100523.86,100512.34,1437,1445,'202311091437,-11.520000000004075,8,SELL,208.18,208.03,209.48,208.15,
TSLA,20231109,100512.34,100606.39,1449,1501,'202311091449,94.05000000000291,12,SELL,207.62,208.55,208.43,207.56,
TSLA,20231109,100606.39,100581.43,1505,1508,'202311091505,-24.960000000006403,3,SELL,207.13,207.84,208.11,208.1,
TSLA,20231110,100581.43,100523.77,0949,0950,'202311100949,-57.65999999998894,1,BUY,211.88,213.43,213.51,212.81,
TSLA,20231110,100523.77,100491.81,0954,0955,'202311100954,-31.960000000006403,1,BUY,212.55,212.6,213.39,212.26,
TSLA,20231110,100491.81,100466.43,0959,1000,'202311100959,-25.380000000004657,1,BUY,212.08,212.27,213.0,212.0,
TSLA,20231110,100466.43,100426.11,1033,1035,'202311101033,-40.31999999999243,2,SELL,206.68,207.01,207.59,207.43,
TSLA,20231110,100426.11,100381.95,1039,1045,'202311101039,-44.16000000000349,6,SELL,206.92,207.27,207.71,207.73,
TSLA,20231110,100381.95,100428.95,1204,1217,'202311101204,47.0,13,BUY,211.64,211.87,212.49,212.37,
TSLA,20231110,100428.95,100458.09,1221,1240,'202311101221,29.139999999999418,19,BUY,212.14,212.36,212.77,212.67,
TSLA,20231110,100458.09,100444.93,1244,1246,'202311101244,-13.160000000003492,2,BUY,212.47,212.39,213.17,212.25,
TSLA,20231110,100444.93,100426.13,1250,1251,'202311101250,-18.79999999998836,1,BUY,212.28,212.38,212.76,212.18,
TSLA,20231110,100426.13,100416.73,1255,1256,'202311101255,-9.400000000008731,1,BUY,212.18,212.55,212.8,212.45,
TSLA,20231110,100416.73,100413.91,1300,1303,'202311101300,-2.819999999992433,3,BUY,212.3,212.61,212.85,212.58,
TSLA,20231110,100413.91,100362.76,1307,1310,'202311101307,-51.15000000000873,3,BUY,212.49,213.12,212.96,212.57,
TSLA,20231110,100362.76,100349.6,1314,1315,'202311101314,-13.15999999998894,1,BUY,212.41,212.5,212.95,212.36,
TSLA,20231110,100349.6,100532.9,1319,1352,'202311101319,183.29999999998836,33,BUY,212.14,212.38,212.64,214.33,
TSLA,20231110,100532.9,100495.7,1356,1402,'202311101356,-37.19999999999709,6,BUY,214.19,214.76,214.99,214.36,
TSLA,20231110,100495.7,100466.26,1421,1424,'202311101421,-29.44000000000233,3,BUY,214.5,215.11,215.05,214.79,
TSLA,20231110,100466.26,100436.5,1428,1430,'202311101428,-29.75999999999476,2,BUY,214.7,214.99,215.12,214.67,
TSLA,20231110,100436.5,100430.92,1443,1453,'202311101443,-5.580000000001746,10,BUY,214.36,214.83,215.08,214.77,
TSLA,20231110,100430.92,100394.65,1457,1504,'202311101457,-36.270000000004075,7,BUY,214.71,214.82,215.17,214.43,
TSLA,20231113,100394.65,100364.57,0946,0947,'202311130946,-30.079999999987194,1,SELL,211.7,212.69,212.94,213.01,
TSLA,20231113,100364.57,100404.61,1017,1024,'202311131017,40.0399999999936,7,BUY,216.22,218.07,218.62,218.51,
TSLA,20231113,100404.61,100378.51,1028,1035,'202311131028,-26.10000000000582,7,BUY,218.34,220.25,219.82,219.96,
TSLA,20231113,100378.51,100537.76,1039,1048,'202311131039,159.25,9,BUY,219.57,219.59,220.37,221.34,
TSLA,20231113,100537.76,100508.06,1052,1054,'202311131052,-29.69999999999709,2,BUY,220.31,221.6,221.95,221.27,
TSLA,20231113,100508.06,100664.66,1058,1124,'202311131058,156.60000000000582,26,BUY,220.73,220.98,221.56,222.72,
TSLA,20231113,100664.66,100744.76,1128,1151,'202311131128,80.09999999999127,23,BUY,222.77,223.6,223.58,224.5,
TSLA,20231113,100744.76,100715.39,1227,1229,'202311131227,-29.369999999995343,2,BUY,223.41,224.43,224.67,224.1,
TSLA,20231113,100715.39,100687.8,1233,1237,'202311131233,-27.589999999996508,4,BUY,223.47,223.49,224.74,223.18,
TSLA,20231113,100687.8,100753.66,1353,1434,'202311131353,65.86000000000058,41,BUY,223.03,223.54,223.85,224.28,
TSLA,20231113,100753.66,100748.32,1438,1439,'202311131438,-5.3399999999965075,1,BUY,224.45,224.67,224.94,224.61,
TSLA,20231113,100748.32,100700.26,1443,1447,'202311131443,-48.060000000012224,4,BUY,224.42,224.6,224.86,224.06,
TSLA,20231113,100700.26,100653.09,1553,1555,'202311131553,-47.169999999998254,2,BUY,223.76,224.22,224.34,223.69,
TSLA,20231114,100653.09,100593.75,0933,0934,'202311140933,-59.33999999999651,1,BUY,220.63,232.41,234.17,231.72,
TSLA,20231114,100593.75,100765.75,0938,0945,'202311140938,172.0,7,BUY,227.55,232.42,236.03,234.42,
TSLA,20231114,100765.75,100808.25,0949,0954,'202311140949,42.5,5,BUY,232.95,232.59,235.15,233.09,
TSLA,20231114,100808.25,100754.7,0958,1001,'202311140958,-53.55000000000291,3,BUY,232.62,234.11,233.99,233.48,
TSLA,20231114,100754.7,100662.05,1005,1006,'202311141005,-92.64999999999418,1,BUY,233.14,234.06,234.13,232.97,
TSLA,20231114,100662.05,100620.77,1010,1017,'202311141010,-41.279999999998836,7,BUY,231.87,232.54,234.17,232.06,
TSLA,20231114,100620.77,100578.27,1035,1036,'202311141035,-42.5,1,BUY,232.47,233.5,233.35,233.0,
TSLA,20231114,100578.27,100532.37,1040,1050,'202311141040,-45.90000000000873,10,BUY,232.58,233.85,233.76,233.31,
TSLA,20231114,100532.37,100498.37,1054,1055,'202311141054,-34.0,1,BUY,232.96,233.13,234.04,232.73,
TSLA,20231114,100498.37,100477.12,1107,1108,'202311141107,-21.25,1,BUY,232.91,234.07,234.19,233.82,
TSLA,20231114,100477.12,100466.92,1112,1122,'202311141112,-10.19999999999709,10,BUY,233.64,234.5,234.47,234.38,
TSLA,20231114,100466.92,100437.17,1126,1130,'202311141126,-29.75,4,BUY,234.04,234.1,235.0,233.75,
TSLA,20231114,100437.17,100434.65,1145,1146,'202311141145,-2.5200000000040745,1,BUY,233.7,235.45,235.54,235.42,
TSLA,20231114,100434.65,100397.25,1150,1151,'202311141150,-37.39999999999418,1,BUY,234.5,234.58,235.65,234.14,
TSLA,20231114,100397.25,100382.13,1303,1309,'202311141303,-15.119999999995343,6,BUY,235.27,235.54,235.65,235.36,
TSLA,20231114,100382.13,100373.73,1313,1315,'202311141313,-8.400000000008731,2,BUY,235.2,235.3,235.6,235.2,
TSLA,20231114,100373.73,100384.65,1319,1342,'202311141319,10.919999999998254,23,BUY,235.16,235.39,235.49,235.52,
TSLA,20231114,100384.65,100364.49,1433,1434,'202311141433,-20.15999999998894,1,BUY,235.32,236.27,236.39,236.03,
TSLA,20231114,100364.49,100451.85,1438,1551,'202311141438,87.36000000000058,73,BUY,235.99,236.08,236.24,237.12,
TSLA,20231115,100451.85,100607.89,0936,0939,'202311150936,156.0399999999936,3,BUY,236.57,238.9,239.74,240.78,
TSLA,20231115,100607.89,100554.59,0943,0945,'202311150943,-53.30000000000291,2,BUY,239.39,241.3,241.62,240.65,
TSLA,20231115,100554.59,100498.98,0949,0951,'202311150949,-55.61000000000058,2,BUY,239.84,240.75,241.49,240.08,
TSLA,20231115,100498.98,100683.24,0955,1010,'202311150955,184.2600000000093,15,BUY,238.56,238.94,240.96,241.16,
TSLA,20231115,100683.24,100751.3,1014,1029,'202311151014,68.05999999999767,15,BUY,240.99,241.33,241.73,242.16,
TSLA,20231115,100751.3,100916.94,1033,1105,'202311151033,165.63999999999942,32,BUY,242.22,242.95,242.92,244.97,
TSLA,20231115,100916.94,100908.84,1109,1112,'202311151109,-8.10000000000582,3,BUY,244.84,244.98,246.56,244.88,
TSLA,20231115,100908.84,100877.25,1132,1133,'202311151132,-31.589999999996508,1,BUY,245.11,244.93,245.99,244.54,
TSLA,20231115,100877.25,100867.41,1204,1206,'202311151204,-9.839999999996508,2,SELL,241.84,242.7,242.82,242.82,
TSLA,20231115,100867.41,100823.95,1210,1214,'202311151210,-43.4600000000064,4,SELL,242.57,242.65,242.93,243.18,
TSLA,20231115,100823.95,100764.09,1308,1311,'202311151308,-59.86000000000058,3,SELL,241.37,241.24,243.88,241.97,
TSLA,20231115,100764.09,100714.29,1315,1317,'202311151315,-49.80000000000291,2,SELL,240.78,240.54,242.15,241.14,
TSLA,20231115,100714.29,100688.87,1321,1323,'202311151321,-25.419999999998254,2,SELL,240.74,241.26,241.52,241.57,
TSLA,20231115,100688.87,100670.83,1327,1329,'202311151327,-18.039999999993597,2,SELL,240.92,242.1,242.11,242.32,
TSLA,20231116,100670.83,100770.43,0933,0939,'202311160933,99.59999999999127,6,SELL,239.07,240.4,243.9,239.2,
TSLA,20231116,100770.43,100672.15,0943,0945,'202311160943,-98.27999999999884,2,SELL,237.62,237.75,239.59,238.92,
TSLA,20231116,100672.15,100603.26,0949,0955,'202311160949,-68.88999999999942,6,SELL,237.51,239.53,239.7,240.36,
TSLA,20231116,100603.26,100673.82,1011,1021,'202311161011,70.56000000001222,10,SELL,237.75,238.08,240.07,237.24,
TSLA,20231116,100673.82,100656.18,1025,1028,'202311161025,-17.64000000001397,3,SELL,236.27,237.43,237.9,237.64,
TSLA,20231116,100656.18,100806.54,1032,1043,'202311161032,150.36000000000058,11,SELL,236.87,237.35,237.64,235.56,
TSLA,20231116,100806.54,100870.38,1047,1057,'202311161047,63.84000000001106,10,SELL,235.11,235.92,236.03,235.16,
TSLA,20231116,100870.38,100841.82,1101,1102,'202311161101,-28.55999999999767,1,SELL,234.5,235.3,235.36,235.64,
TSLA,20231116,100841.82,100793.94,1129,1131,'202311161129,-47.88000000000466,2,SELL,235.58,235.58,237.0,236.15,
TSLA,20231116,100793.94,100832.58,1135,1145,'202311161135,38.63999999999942,10,SELL,235.55,235.66,236.29,235.2,
TSLA,20231116,100832.58,100804.02,1149,1150,'202311161149,-28.55999999999767,1,SELL,234.71,235.67,235.71,236.01,
TSLA,20231116,100804.02,100800.66,1203,1211,'202311161203,-3.360000000000582,8,SELL,235.04,235.41,235.75,235.45,
TSLA,20231116,100800.66,100783.86,1215,1216,'202311161215,-16.80000000000291,1,SELL,234.74,236.05,235.91,236.25,
TSLA,20231116,100783.86,100754.46,1238,1239,'202311161238,-29.39999999999418,1,SELL,235.03,235.48,235.73,235.83,
TSLA,20231116,100754.46,101005.21,1308,1351,'202311161308,250.75,43,SELL,235.23,235.24,236.46,232.29,
TSLA,20231116,101005.21,101038.75,1355,1411,'202311161355,33.5399999999936,16,SELL,231.81,232.07,232.68,231.68,
TSLA,20231116,101038.75,101005.21,1415,1418,'202311161415,-33.5399999999936,3,SELL,230.97,232.05,232.13,232.44,
TSLA,20231117,101005.21,101195.74,0933,0944,'202311170933,190.52999999999884,11,SELL,229.33,229.59,234.65,227.4,
TSLA,20231117,101195.74,101150.86,0948,0950,'202311170948,-44.88000000000466,2,SELL,226.81,227.03,228.24,227.54,
